11,刷微博刷到同学上了热搜是一种什么体验哈哈哈?@人民网 【老人#怀疑钞票有病毒用微波炉加热# 3000多元现金面目全非】近日，无锡江阴李阿姨因怀疑人民币上可能沾染“新冠肺炎病毒”，把3000多元现金放进微波炉中加热消毒，纸币大部分碳化至黑色...李阿姨心痛不已到银行求帮助。经过鉴别、清点、确认，银行全额为李阿姨兑换了3125元崭新的人民币。@新华视点
12,转发微博@梨视频 【转发扩散！武汉协和医院医生家属3分钟演示#家庭版抗疫措施怎么做#，赶紧马住[加油]】“尽量不出门，回家4件事，口罩正确弃，手机要消毒，善用清洁台，咳嗽不恐惧”。视频中的小哥是武汉协和医院内分泌科夏文芳医生的儿子，他用3分钟科普医生家庭如何进行抗疫防护措施，值得借鉴。#新型肺炎抗疫全记录#@一手Video http://t.cn/A6Pqfg1P
13,小姐姐真好看[羞嗒嗒]@股妃 #武汉要求药店必须正常营业#“我不想让你们采访我，我怕爸爸妈妈在电视上看到我…”驰援武汉的重症医学科护师贾文君说。#疫情1周或10天左右达到高峰# http://t.cn/A6Pxdijv ??
14,[亲亲][心][憧憬][太开心]//@八荒六合唯一九尾红狐的小宝贝:守望相助//@DILRABA的小宝贝儿绝不服输:#迪丽热巴[超话]#众志成城，抗击疫情，守望相助，明天才会春暖花开！//@Dear-迪丽热巴:守望相助，抗击疫情！希望能让更多需要帮助的朋友们看到[话筒]@人民日报 【速扩！#新型肺炎求助通道开启#】人民日报全媒体行动，征集新型冠状病毒肺炎求助者信息！如果你身边有确诊、疑似、密切接触者以及无法排除的发热者，请点击http://t.cn/A6PE3Spx 填写信息，我们将尽力提供帮助。守望相助，抗击疫情！#武汉加油#！ ??
15,转发微博@英国购物情报 #全球疫情##英国疫情# 英国英格兰新确诊3例Covid-19患者，英国总确诊数为23例三例分别来自Gloucestershire， Hertfordshire， Berkshire，新确诊的都有意大利和亚洲旅行历史英国以后会在每天上午9点和下午2点更新疫情情况，大家保护好自己[抱抱] ??
16,#任嘉伦# #抗疫行动# 中国加油！[心]一起努力@任嘉伦Allen 「#抗疫行动#    致敬所有一线抗疫工作人员    愿所有人平安！    武汉加油！    #手写加油接力#    @谭松韵seven」 ??
17,[憧憬]@THEO-朱正廷 #抗疫行动#佩戴口罩积极防疫，从我们每个人做起，2020会好起来的！#2020好起来# http://t.cn/A6PYR3NB http://t.cn/A6PYRDaE ??
18,[吐]//@战争史研究WHS:还喜滋滋找记者写出来，美滋滋扬着老脸等大家表扬 //@浅蓝传说:在中国的土地上，中国的法律法规遇到洋人自动变通，还沾沾自喜觉得可以表功。@弗虑弗为 英国籍女婿不愿去集中隔离怎么办？怎么办？伺候呗。您瞅给这街道办和居委会累的，一群人从下午两点溜溜忙到晚上八点半，这才给这祖宗伺候好。就这还严防境外回流，怎么防？指望这帮祖宗居家隔离的自觉？这要是多回来几位祖宗，这要是有永居的再带回来一家子祖宗，基层什么也别干了，尽侍候祖宗了！ ??
19,//@幻之坠机王://@SR-71Blackbird://@带奈桐叶: //@二手翻译小能猫://@李子的围脖://@一生不羁要上天://@茶叶叽叽叽叽://@l鱼苗I:互相理解互相帮助//@-深海巨狗-:[泪][泪] //@诶梨:[抱抱][抱抱][抱抱]@finonono 转自朋友圈，太感动了。#新型冠状病毒# ??
20,#关注# @七夕美521:如果钱旺集团不被南京关停，在这次抗击疫情中可以大力生产口罩，缓解口罩压力，还有医院医护人员可以投入战斗，也一定会捐款助力，因为钱旺集团一直致力公益事业，关停钱旺就团是整个国家的损失不可估量@人民网 @北京青年报  @人民日报 @协和医生Do先生 @何坚医生 @白衣山猫@好兵2020 我发表了头条文章:《贪腐是个“贼”》 http://t.cn/A6PlUt6B ??
21,等这次疫情过去了，我们一起去旅游武汉加油！中国加油！#大理约拍##大理##大理洱海##武汉加油# http://t.cn/RI7n2tj ??保定·雄县 
22,转发微博@全球猎奇君 西班牙现在疫情状态！看看当地留学生怎么说的 http://t.cn/A6zrLPUg ??
23,"@钱钱今天也很努力鸭@破产汉服女神 【生? 日? 快? 乐】今天是除夕也是破产的三周岁生日啦~还记得之前的铁粉福利预告吗~没错就是这里啦！三岁的破产带着九个商家来为我们的铁粉宝宝送福利啦~~【时间】:正月十五(2月8日)开【规则】:转发艾特一个好基友，抽铁粉，每人一份~~(我们依然延续独乐乐不如众乐乐的优良传统哈哈哈哈哈哈哈哈)【福利】:p1@抚绸衣庄 罗曼蒂克套                 p2@花下有期汉服工作室 圣诞套m码                 p3@载月渡原创设计 香芋泡芙套                 p4@南国传统服饰 彩虹马面套                 p5@濯羽-汉服工作室 秾华齐胸套                 p6@寻雅居 海薇交领套                 p7@湖上醉歌工作室 褙子三件套                 p8@纨素汉家生活方式 狮丑丑龙呆呆套                 p9@本草阁传统服饰 相思子套金? 主? 时? 间[羞嗒嗒]------------------------------@抚绸衣庄 抚绸衣庄，少女所想。抚绸衣庄新的一年祝各位姐妹越来越美丽，越过越年轻，越活越少女～[羞嗒嗒]------------------------------@花下有期汉服工作室 花下有期汉服立志传承中华服饰文明之美，提升传统衣著的场景应用，以“华衣”、“丽衫”、“形制”、“尺度”为标准，设计和制作汉服成衣，并以之为载体将经典元素和传统文化带入现代日常生活。工作室致力于糅合传统服饰形制与现代新型面料，联结传统华服理念与现代精致生活，调和传统衣著格调与现代潮流品味，努力制作可供今时今日穿着与使用的锦衣丽服。 衣衫制度是工作室的制作标准，花开筑梦是工作室未来的愿景大年初一官博有锦鲤抽奖哦~[羞嗒嗒]------------------------------@载月渡原创设计 载月渡原创设计佛系掌柜，在线求眼熟，可以一起云吃肉哟[羞嗒嗒]------------------------------@南国传统服饰 南国传统服饰，把彩虹穿着身上～～【春节期间下·单，均送KN95口罩一份，随包·裹·寄·出】[羞嗒嗒]------------------------------@濯羽-汉服工作室 新的一年，先祝各位健康幸福，万事胜意！特此奉上秾华齐胸衫裙套装。红裾彩袂，轻衣不胜，霞飞两靥。一牵衣裾，摇曳出好一个平安盛世，雍容华贵。浅粉为衫，红罗为裙，一点碧色轻缀。精心勾勒重制的传统纹样错落裙间，细节的撞色又显得跳脱出尘，绝非红与白简单的速配。何彼秾矣﹐唐棣之华。""""大唐气韵，尽蕴于此。全套端庄而谐美，日常轻装或出席场合两宜。[羞嗒嗒]------------------------------@寻雅居 寻雅居汉服 让您不穿校服[羞嗒嗒]------------------------------@湖上醉歌工作室 【牡丹亭·惊梦】宋制褙子套装三件套最·低·价·199软～现·招·募·团·长·多名，该·团满30套团·长即可免·单一套，叠加最多可免·单两套~团·长条件:在湖上醉歌购·买·过·整·价·商·品，可查询到相关记录并无中·差·评。成·团·福·利:团·员直接享受最·低·价，并有小·礼·物·赠·送~PS:购·买·新·品套装，还有888个绣花包包1软换·购，先到先得哦！[羞嗒嗒]------------------------------@纨素汉家生活方式 ?史上最超值的织金补服套装只要198[羞嗒嗒]------------------------------@本草阁传统服饰 感谢大家陪本草阁又走过了一个年头，新的一年，祝大家感冒肺炎远离，所有同袍都健康。------------------------------"""
24,转发微博@微博环保 【#做自然的朋友# #互联网植树节# 特别推荐】相信#我为千玺种棵树#项目的捐赠人们已经收到最新进展反馈吧！今天，也有很多千纸鹤正在通过这个项目“云种树”来度过#植树节#。“千玺林”自2016年1月28日上线，至今已4年有余，累积在微公益平台筹款112万余元，累计捐款70895人次，累计种植11.2万棵枸杞树，可覆盖宁夏约504亩土地。无论是今天这样的节日，或是关心环保公益的每一天，让我们#跟着易烊千玺益起来#，种下一颗小树苗，#做自然的朋友#，相信优秀的偶像@TFBOYS-易烊千玺 也会为千纸鹤们骄傲！@中国绿化基金会 @网护自然 @易烊千玺V公益
25,"俺来也俺来也hohoho[兔子][兔子]@招联金融 #疫""见真情，守护女神# 无论是抗疫前线战斗的抗疫女神、照料小家的居家女神、为复工做准备的职业女神，还是健康活力的运动女神，招联金融商城为你们准备了多款大牌商品38元秒杀， http://t.cn/A67HFccv 关注@招联金融 转发微博并@ 1名闺蜜，说说女神节最想收的礼物，3月10日抽1名招联粉丝送施华洛世奇项链[憧憬]#抗击疫情 央企行动#"""
26,韩国人还不醒醒吗？？？@新华网 #全民战疫#【韩国确诊超千例！45秒看多国疫情数据变化！】  http://t.cn/A67wyajy ??
27,很棒的文章！@环球网 【在中国生活近20年美国人对比中美病毒爆发：为什么有点不对劲呢？】“这不是一场阴谋，这只是一次悲剧。”2月5日，自称在华生活近20年的意大利裔美国人马意骏(Mario Cavolo)在社交媒体领英上撰写题为“各位，这里有点儿不对劲：对比美国2009年H1N1病毒与中国2020年新型冠状病毒”的文章引得不少网友关注。文章将美国2009年暴发的甲型H1N1流感疫情与中国此次新型冠状病毒肺炎疫情进行对此，对中国在面对疫情时采取的积极行动予以称赞，并对那些恶意攻击中国的言论予以驳斥。详戳：http://t.cn/A6PBHQfT
28,#武汉封城# 惊闻武汉封城 http://t.cn/A6P7GWbB ?? 
29,#湖北省红十字会口罩使用情况更正说明#疫情面前出现了很多英雄，也暴露出更多的人渣[拜拜] 
30,gtpncq需要小助手来帮忙.有手机就能操作.一次给您76元.每天最少133元.咨询Q号:【3007780535】任务现结.完全免费.※22岁以下勿扰，谢谢合作※hmvva http://t.cn/A67zjCHY@头条新闻 【#98岁天文学泰斗感染新冠肺炎#病危 孙女发文急寻血浆】】“爷爷韩天芑，现年98岁。因感染冠状肺炎，医院下病危通知，希望能找到康复者血浆。A型。”23日18时10分，韩时珺通过朋友圈发布了一则急寻新冠肺炎康复者血浆的消息。据她证实，爷爷韩天芑系天文学家。公开资料显示，韩天芑，天文学家，测绘学家。中国天文大地测量学科开创者之一。（封面新闻）
31,//@随机游走森林:转发微博@小儿外科裴医生 想想我们国家的人民真的挺可怜的，一面遭遇这样的疫情袭击，被感染了躺在病床上，还要被打进这样的高风险的中药注射液，而且是国家指南让打的。 ??
32,哈哈哈哈哈xsl//@万能Studio:你放屁！//@浪里赤条小粗林:我第一次看到了实体的屁……竟然还有狗屁//@节操桥上炮龙烹凤的魔女总裁:谢谢，笑了[doge]//@漫威重度患者:监介…//@这是个随便的id:哈哈哈哈哈 嘿 人之常情好嘛//@重工组长于彦舒:……//@鹿野_KanoM:？@遵义事儿君 最近车站，机场，码头等公共场正在检测。。。所以，你的屁可是看得见的。。。[允悲]#最新疫情地图#  http://t.cn/A6PT922p ???
33,"马@Libre盖子 2003 年 SARS 病毒在香港淘大花园传播，最终扩散到了多栋居民楼。对于正在家自我隔离的居民，也许可以从中得到一些结论。这是一例极特殊，非常可怕的传播案例：病毒顺着卫生间的下水道和通风系统，最终感染数百人。香港政府与世界卫生组织专家组经调查认为，疫情可能是按照一系列巧合，以如下方式传播的：1. 3 月 14 日和 19 日，一位深圳的 33 岁 SARS 患者来到香港淘大花园拜访亲人。调查认为他本人直接接触造成的传播不多，但他此时已经有腹泻症状，并在这里上了厕所。此后病毒被传播到下水道。这本来并不应该造成特别严重的后果：调查发现该建筑的各设施完好，下水系统完全符合国际卫生标准。2. 卫生间的下水管都使用了 U 型管道进行隔离。但 U 型管道要起到隔离作用，其中必须有水，这时意外就发生了：当地居民一般大多拖地，并没有用水冲洗卫生间地面的习惯，卫生间地漏 U 型管道无水（而且似乎是长期无水），下水道隔离失效，为病毒提供了通道。于是带有病毒的水滴顺着地漏进入了其他几家住户的卫生间。3. 接下来有住户在卫生间大门关闭的情况下，开启排气扇进行通风。在密闭环境下抽风，卫生间会形成负压，从而带有病毒的水滴（droplets）被释放进大楼的通风系统。淋浴时产生的大量水蒸气也有助于水滴的形成和传播。此外，狭小的卫生间（3.5 平方米）可能使病毒更容易传播性。卫生间中的地毯、毛巾、洗浴用品和其他浴卫设备，都可能被携带病毒的水滴污染。4. 不巧，3 月 21 日，因管道损坏需要修复，大楼的冲水系统被关闭 16 个小时，居民在这一天只得使用水桶接水冲洗马桶，可能制造了更多飞溅的水滴，加强了病毒的传播性。5. 这些带有 SARS 病毒的水滴顺着通风系统，进一步进入大楼的天井。按常理来说，传染物本应碰到墙壁并停止传播。但调查组认为，病毒可能随后顺着天井的墙壁上升，并巧合地被某个通风设备搅动，最后居然隔空进入了窗户大开的其他单元楼。病毒甚至可能以此进入离传染源相隔许多层的住户房间。6. 病毒随后有可能通过居民之间的接触，以及公共空间如电梯，楼梯间得到了进一步的传播。7. 4 月初，SARS 疫情在淘大花园的严重程度得到最高点。 8. 调查组事后对大楼进行了全面检查，未发现水源污染。调查组也检查了受感染住户屋内的淤泥，也在单元楼的入口、走廊、屋顶、最底层、以及下水道的井盖内采集的样本，但样本均为阴性——未发现活病毒或任何基因样本！可见，这些带有病毒的水珠来无影去无踪。10. 事后居民楼进行了消毒，之后专家组认为建筑没有问题，已经可以安全居住。结论：WHO 认为病毒通过这种方式传播，是这一连串巧合事件所致。比如小区天井的布局让病毒进入其他居民楼，或者大楼冲水泵检修关闭，都是巧合。WHO 报告中并不认为这是一种常见的传播方式，也没有给出任何建议，因此不用过于惊恐。但如果正在家躲避疫情或者自我隔离的，担心这种传播方式，也许可以采取以下措施：（免责声明：本人并无任何相关专业知识，以下结论只是个人的和猜测，WHO 的原始报告只认为该事件纯属巧合，并没有给出任何建议。事件经过也只是个人理解，虽然已经核对，但不保证内容的真实性或可靠性，如有任何疑问，请完全忽略本微博，并自行阅读原始来源，并以原始来源为准。）0. 不要出门拜访。1. 如果家中没有定期“洗地”，厨房、卫生间的全部下水管也应定期灌水，特别是卫生间地漏，以保证 U 型管道能起到密封作用，降低病毒从下水道进入的概率。就算不能防病毒，也能防异味。2. 厕所冲水时前应盖上盖子，不应使用水桶冲水；疫情期间，为避免水滴进入空气，淋浴后避免开启排气扇。3. 就算要使用排气扇，也应该先打开卫生间大门，避免卫生间形成负压将带有病毒的水滴大量送入通风系统。参考来源：* Hung， Lee Shiu. “The SARS epidemic in Hong Kong: what lessons have we learned?.” Journal of the Royal Society of Medicine vol. 96，8 (2003): 374-8. doi:10.1258/jrsm.96.8.374   URL：www.ncbi.nlm.nih.gov/pmc/articles/PMC539564/* WHO. WHO Environmental Health Team Reports on Amoy Gardens""  URL：web.archive.org/web/20070101000000*/http://www.info.gov.hk/info/ap/who-amoye.pdf"""
34,模仿塞班太逗了也@娱乐圈有饭 #创3学员隔离日记# 给表情包配音的陈珂、接力喊塞班的赵粤爆胎草莓粥、跳舞把自己跳懵的吉杨柳、教虐腹自己的马甲线却离家出走的林嘉慧哈哈哈哈哈妹妹们真的都被憋疯了[笑cry]  http://t.cn/A6znbFaQ ??
35,[好喜欢]//@猫小喵丶cold_wind:转发微博@人民日报 【转发为#武汉加油#！让武汉人民知道，全国人民和你们在一起！】为防控疫情、切断病毒传播途径，1月23日10时起， #武汉公交地铁暂停运营#；机场、火车站#离汉通道暂时关闭#。感谢武汉人民作出的巨大付出，你们不容易！武汉加油，咱们一起，打赢这场防疫战！ ??
36,转发微博@人民日报 【关注！#新型冠状病毒肺炎的9个真相#，一定要知道】①救治成功率高于甲流和禽流感；②暂无证据显示病毒已变异；③痊愈后仍需做好防护；④确诊后能否继续妊娠需具体分析；⑤消化系统也可能有传播风险；⑥无证据显示宠物会传播……更多↓↓周知！ ??
37,[左哼哼][左哼哼]ddd//@俊凯的麻辣:#王俊凯[超话]# 向英雄们致敬，谢谢你们，你们辛苦了//@TFBOYS-王俊凯:感谢英雄们的辛苦付出，回家好好休息@TFBOYS-王俊凯@央视新闻 #支援湖北医疗队开始撤离#【转发！#谢谢你为湖北拼过命#[心]】 ? ??
38,#医学科普# 【医学视频告诉你病毒是如何劫持人体的“细胞工厂”的 】 http://t.cn/A6zOvRNc #美国首位志愿者接种新冠病毒候选疫苗# ?? 
39,[炸鸡腿]为黄石人点赞！@饿了么肖唐松 我叫肖唐松，湖北黄石人。之前在公司做过工程管理工作，现在在饿了么做一名外卖员，一个人带着13岁的女儿、8岁的儿子和两个老人，一家五口在武汉生活。2月11日上午，我在送餐的过程中发现路边有一名男子浑身瘫软，就主动上前询问情况。男子的家人说，男子常年患有胃病，最近胃病发作，已经几天没有吃东西了，需要就医，但是没有找到交通工具，只能这样拖着他。看见这种状况，我立刻帮忙把这名男子扶上了我的电动车，推着电动车把他送到了不远处的医院。没想到，当天这位男子入院后被确诊为新冠肺炎，当天晚上便离世了。那位男子确诊之后，他的妻子就通过发朋友圈的方式找我，还通过警方那边，希望能快速联系到我，告诉我他爱人确诊的消息，希望没有传染给我。我看到消息之后，就立即停止了送外卖的工作主动去找警方，警方确认了我的身份之后，就帮我联系了就近的街道社区工作人员，安排我到附近的一家宾馆进行隔离。后来，男子的亲属也向我道歉了，说当时他并没有发热，家人也没有想到是新冠肺炎，一直以为只是胃病，没想到给我带来了麻烦。隔离的这些天里，我的身体状况一直还不错，也没有出现新冠肺炎的症状，所以在2月25号，经过14天之后，我结束了隔离。后来经过媒体报道，这件事就被大家传开了，我看到大家都在问我穿的那双鞋底已经脱落的鞋子，就在这里跟大家解释一下。首先真的很感谢大家的关心，这双鞋子是我去年花380块钱买的，也不便宜呢，就是那天推车的时候搞坏了，可能用力蹬得太猛了，我也没舍得扔，但是已经消过毒了，修一下还能继续穿。平台领导也给我送了新鞋，只是旧的也还能穿，扔了怪可惜的。事过之后，公司为我提报了蜂鸟“抗冠英雄奖”，还给了我误工费、跑单奖励、家人补助等3万元。除此之外，公司还给我安排了一个新餐箱、一辆新电动车和一双新战靴。更让我感到意外的是，阿里巴巴天天正能量又给我颁发了战疫英雄奖，还为我颁发了2万元正能量奖金。在此我想对公司和阿里巴巴天天正能量说一声谢谢，谢谢你们给我颁的奖，其实我只是做了自己该做的事。这座城市现在正需要我们，如果再遇到类似需要帮忙的人，在做好防护的情况下，我还是会出手相助的我已经在武汉生活了13年，最近这段时间在街上送餐，经常一条马路上都只有我一个人，看到这种场景，我心里特别难受。希望这座城市能够快点好起来，也相信会好起来。
40,向奋战在一线的医护人员致敬！武汉加油[加油]@长江日报 #朱一龙捐款100万元支援武汉#【@朱一龙 捐助武汉市慈善总会100万元人民币 】新型冠状病毒感染的肺炎疫情引起全国人民关注，娱乐圈明星纷纷接力公益，武汉籍演员@朱一龙 向武汉慈善总会捐款100万，帮助抗击新型冠状病毒感染的肺炎疫情。#武汉我们一起加油#，相信一切都会好起来的！[good] #朱一龙[超话]#
41,[傻眼]喜欢一年以上的举手大家都举举看[笑而不语][爱你]囱@静而cc #天使复工妆##口罩不脱妆#自《爱的迫降》播出以来，男女主角再次大热，玄彬和孙艺珍“合体”自拍的画面完全是“颜控”福利！皮肤好到爆！巴诺巴奇（佰诺佰琪）埋线提升一度成为爱美人士的“新宠”，如此童颜感再没人叫你老阿姨了吧！ ??
42,难道上网课不香吗？@LOL无双小智 #LOL玩家的日常# [doge][doge]谁能想到这小河里还真能“钓”上来鱼  http://t.cn/A6zOXdIE @企鹅电竞 ??
43,[委屈][委屈]《王俊凯-世界末日》//#王俊凯新歌流星#  #王俊凯心引力#  对你的未来，我始终期待！ #流星-TFBOYS-王俊凯[音乐]#  #心引力[音乐]#@TFBOYS-王俊凯@人民日报 【速扩！#新型肺炎求助通道开启#】人民日报全媒体行动，征集新型冠状病毒肺炎求助者信息！如果你身边有确诊、疑似、密切接触者以及无法排除的发热者，请点击http://t.cn/A6PE3Spx 填写信息，我们将尽力提供帮助。守望相助，抗击疫情！#武汉加油#！ ??
44,?由于受疫情影响，国外各大学也在灵活调整语言的入学要求爱尔兰No. 1?的都柏林大学商学院豪横的雅思7分（不可配语言），现在已经调整为6.5，可配7周语言，都只为你的到来！?那么问题来了，这么好的机会，6.5我们是不是必须要刷到呢[二哈]#爱尔兰留学申请[超话]# ?? 
45,转发微博@央视新闻 #共同战疫#【心疼！这是#22岁感染科护士的手#[泪]】胡佩是湖南省儿童医院感染科护士。她的双手终日被消毒液、洗手液、滑石粉浸泡侵蚀着。98年出生的她，这次疫情选择了迎难而上挺身而出。网友：请务必保护好自己！致敬！@潇湘晨报 ??
46,[感冒][酷]过来看看，要继续加油噢。[威武]@人民日报 【愿你被这个世界温柔以待】在这个特殊时刻的三八妇女节，向疫情中所有勇敢善良的女性们送出最美好的祝福：愿你被这个世界温柔以待 ，心中撷满爱。@李宇春 创作并演唱的《#给女孩#》节日定制音乐短片暖心发布，展示各行各业、不同年龄段女性，#晒晒最美的她# ，在这个特殊的春天里温暖而有力的守护，生动而明媚的微笑↓@女性之声 @警民携手同行 @健康中国 @微博小秘书  http://t.cn/A67Dmof4
47,转发微博@英超师兄 病毒的爆发期到了，确诊人数增长得非常快！估计最近几天每日增长数还会持续上升！大家保持警惕不要懈怠！#全国确诊新型肺炎病例##最新疫情地图# ??
